minute_bin,ask_bin_cents,n,win_rate_yes,avg_ask_cents,avg_spread_cents,mean_taker_pnl_cents
8,10,296,0.05405405405405406,14.327702702702704,5.22972972972973,-10.108108108108109
8,20,247,0.20242914979757085,24.74089068825911,7.137651821862348,-6.497975708502024
8,30,209,0.2583732057416268,34.38277511961722,6.91866028708134,-10.545454545454545
8,40,193,0.42487046632124353,44.80829015544042,7.248704663212435,-4.321243523316062
8,50,167,0.5269461077844312,54.65269461077844,7.005988023952096,-3.9580838323353293
8,60,200,0.575,64.545,7.155,-9.045
8,70,224,0.75,74.78571428571429,6.53125,-1.7857142857142858
8,80,302,0.8576158940397351,84.39735099337749,7.241721854304636,0.0695364238410596
8,90,366,0.9453551912568307,94.51639344262296,6.259562841530054,-0.9808743169398907
8,100,62,0.9193548387096774,100.0,12.209677419354838,-9.064516129032258
9,0,230,0.021739130434782608,5.913043478260869,2.5521739130434784,-4.739130434782608
9,10,297,0.07407407407407407,14.151515151515152,5.508417508417509,-7.915824915824916
9,20,226,0.15486725663716813,24.150442477876105,7.146017699115045,-10.663716814159292
9,30,171,0.2631578947368421,34.39766081871345,8.409356725146198,-10.08187134502924
9,40,182,0.41208791208791207,44.456043956043956,7.373626373626373,-5.247252747252747
9,50,146,0.5,54.81506849315068,8.116438356164384,-6.815068493150685
9,60,174,0.5977011494252874,64.50574712643679,6.954022988505747,-6.735632183908046
9,70,190,0.7210526315789474,74.58947368421053,6.6947368421052635,-4.484210526315789
9,80,288,0.8611111111111112,84.50694444444444,6.416666666666667,0.3020833333333333
9,90,443,0.9413092550790068,94.941309255079,5.668171557562077,-1.8103837471783295
9,100,83,0.963855421686747,100.0,9.650602409638553,-4.614457831325301
10,0,308,0.022727272727272728,5.347402597402597,2.6493506493506493,-4.074675324675325
10,10,312,0.07051282051282051,13.836538461538462,5.282051282051282,-7.9423076923076925
10,20,178,0.15730337078651685,23.915730337078653,6.98314606741573,-10.185393258426966
10,30,167,0.25748502994011974,34.26347305389221,7.970059880239521,-10.51497005988024
10,40,136,0.36764705882352944,44.404411764705884,8.470588235294118,-9.639705882352942
10,50,132,0.4621212121212121,54.25,7.454545454545454,-10.037878787878787
10,60,141,0.6312056737588653,64.177304964539,7.560283687943262,-3.0567375886524824
10,70,167,0.7305389221556886,74.91616766467065,7.532934131736527,-3.8622754491017965
10,80,247,0.854251012145749,84.71255060728745,6.327935222672065,-0.5546558704453441
10,90,499,0.9519038076152304,95.2064128256513,5.11623246492986,-1.0160320641282565
10,100,138,0.9710144927536232,100.0,9.46376811594203,-3.898550724637681
11,0,401,0.02493765586034913,4.945137157107232,2.678304239401496,-3.451371571072319
11,10,296,0.05067567567567568,13.983108108108109,5.787162162162162,-10.094594594594595
11,20,173,0.16184971098265896,24.190751445086704,7.398843930635838,-10.00578034682081
11,30,146,0.2945205479452055,34.42465753424658,8.684931506849315,-6.972602739726027
11,40,110,0.35454545454545455,44.27272727272727,9.036363636363637,-10.818181818181818
11,50,111,0.5495495495495496,54.63963963963964,8.675675675675675,-1.6846846846846846
11,60,128,0.6015625,64.734375,6.5859375,-6.578125
11,70,128,0.7734375,75.015625,7.8046875,0.328125
11,80,201,0.8059701492537313,84.61691542288557,5.681592039800995,-5.303482587064677
11,90,530,0.9679245283018868,95.79433962264152,4.89622641509434,-0.0018867924528301887
11,100,193,0.9792746113989638,100.0,8.238341968911918,-3.0725388601036268
12,0,462,0.006493506493506494,4.246753246753247,2.5562770562770565,-4.597402597402597
12,10,303,0.0594059405940594,13.458745874587459,7.089108910891089,-8.64026402640264
12,20,143,0.13286713286713286,24.342657342657343,8.06993006993007,-13.055944055944057
12,30,127,0.2755905511811024,34.59842519685039,10.48031496062992,-9.039370078740157
12,40,102,0.37254901960784315,44.470588235294116,9.617647058823529,-9.215686274509803
12,50,75,0.4666666666666667,54.76,10.493333333333334,-10.093333333333334
12,60,94,0.574468085106383,63.87234042553192,7.042553191489362,-8.425531914893616
12,70,105,0.7619047619047619,74.82857142857142,8.047619047619047,-0.638095238095238
12,80,152,0.8026315789473685,84.61842105263158,6.980263157894737,-5.657894736842105
12,90,525,0.979047619047619,96.30095238095238,5.260952380952381,0.6038095238095238
12,100,301,0.9867109634551495,100.0,7.166112956810632,-2.3289036544850497
13,0,578,0.00865051903114187,3.58477508650519,2.394463667820069,-3.7197231833910034
13,10,274,0.040145985401459854,13.583941605839415,8.003649635036496,-10.682481751824817
13,20,102,0.1568627450980392,23.833333333333332,9.901960784313726,-10.147058823529411
13,30,95,0.16842105263157894,34.32631578947368,11.23157894736842,-19.48421052631579
13,40,59,0.3898305084745763,44.6271186440678,10.813559322033898,-7.6440677966101696
13,50,59,0.4406779661016949,54.30508474576271,8.0,-12.23728813559322
13,60,73,0.6575342465753424,64.21917808219177,11.178082191780822,-0.4657534246575342
13,70,69,0.7101449275362319,74.28985507246377,7.028985507246377,-5.27536231884058
13,80,99,0.8282828282828283,84.38383838383838,8.585858585858587,-2.919191919191919
13,90,493,0.9837728194726166,96.8133874239351,5.101419878296146,0.563894523326572
13,100,430,0.9906976744186047,100.0,5.727906976744186,-1.930232558139535
14,0,633,0.001579778830963665,2.5703001579778832,2.132701421800948,-3.4123222748815167
14,10,155,0.01935483870967742,13.458064516129033,10.651612903225807,-12.658064516129032
14,20,79,0.10126582278481013,23.31645569620253,17.037974683544302,-15.189873417721518
14,30,59,0.03389830508474576,33.101694915254235,22.406779661016948,-31.71186440677966
14,40,37,0.21621621621621623,44.270270270270274,18.2972972972973,-24.64864864864865
14,50,33,0.45454545454545453,54.303030303030305,13.333333333333334,-10.848484848484848
14,60,30,0.5333333333333333,64.36666666666666,14.366666666666667,-13.033333333333333
14,70,29,0.6896551724137931,74.79310344827586,14.586206896551724,-7.827586206896552
14,80,38,0.868421052631579,85.28947368421052,15.263157894736842,0.3684210526315789
14,90,279,0.967741935483871,97.34767025089606,8.99641577060932,-1.5734767025089607
14,100,662,0.9954682779456193,100.0,5.793051359516617,-1.4531722054380665
