side,entry_minute,entry_improve_cents,ttl_minutes,tp_cents,stop_minute,stop_exit_ttl_minutes,stop_exit_improve_cents,max_entry_spread_cents,max_stop_spread_cents,fallback,attempts,fills,fill_rate,exits,exit_rate_given_fill,mean_entry_px_filled,mean_fill_minute,win_rate_given_fill,mean_settle_pnl_cents_per_fill,mean_pnl_cents_per_attempt,mean_pnl_cents_per_fill,ev_cents_per_hour_per_contract
NO,10,0,3,3,10,1,2,40,30,taker_exit,585,387,0.6615384615384615,386,0.9974160206718347,39.28940568475452,10.310077519379846,0.3695090439276486,-2.338501291989664,-3.7487179487179487,-5.666666666666667,-14.994871794871795
NO,10,1,1,0,10,2,1,30,20,taker_exit,577,338,0.58578856152513,333,0.985207100591716,41.99112426035503,10,0.40236686390532544,-1.7544378698224852,-3.750433275563258,-6.402366863905326,-15.001733102253032
NO,8,0,1,2,12,2,0,40,20,taker_exit,590,297,0.5033898305084745,294,0.98989898989899,44.68350168350168,8,0.43097643097643096,-1.5858585858585859,-3.752542372881356,-7.454545454545454,-15.010169491525424
NO,10,2,2,3,10,2,2,20,40,taker_exit,561,399,0.7112299465240641,399,1.0,43.418546365914786,10.107769423558898,0.41102756892230574,-2.3157894736842106,-3.7540106951871657,-5.2781954887218046,-15.016042780748663
NO,10,2,1,0,10,2,2,20,40,taker_exit,561,356,0.6345811051693404,356,1.0,43.390449438202246,10,0.41853932584269665,-1.5365168539325842,-3.7593582887700534,-5.924157303370786,-15.037433155080214
NO,9,1,2,1,10,1,2,30,20,taker_exit,581,399,0.6867469879518072,393,0.9849624060150376,41.89473684210526,9.157894736842104,0.40100250626566414,-1.794486215538847,-3.7624784853700515,-5.478696741854637,-15.049913941480206
NO,8,1,1,3,12,1,1,20,30,taker_exit,562,339,0.603202846975089,338,0.9970501474926253,45.26548672566372,8,0.43952802359882004,-1.3126843657817109,-3.763345195729537,-6.238938053097345,-15.053380782918149
NO,9,2,1,2,13,2,0,20,40,taker_exit,562,352,0.6263345195729537,351,0.9971590909090909,41.14204545454545,9,0.4034090909090909,-0.8011363636363636,-3.763345195729537,-6.0085227272727275,-15.053380782918149
NO,10,2,1,0,13,1,1,30,20,taker_exit,577,359,0.6221837088388215,348,0.9693593314763231,43.49025069637883,10,0.415041782729805,-1.9860724233983287,-3.764298093587522,-6.050139275766017,-15.057192374350088
NO,8,1,1,1,10,2,0,30,30,taker_exit,584,342,0.5856164383561644,341,0.9970760233918129,45.207602339181285,8,0.4415204678362573,-1.0555555555555556,-3.7705479452054793,-6.43859649122807,-15.082191780821917
NO,9,2,1,2,13,2,1,30,30,taker_exit,581,357,0.6144578313253012,356,0.9971988795518207,41.0812324929972,9,0.4005602240896359,-1.0252100840336134,-3.7728055077452667,-6.140056022408964,-15.091222030981067
NO,9,1,2,1,10,2,2,40,20,taker_exit,589,400,0.6791171477079796,393,0.9825,41.94,9.16,0.4,-1.94,-3.774193548387097,-5.5575,-15.096774193548388
NO,4,1,1,0,12,1,0,30,40,taker_exit,585,345,0.5897435897435898,345,1.0,47.84347826086957,4,0.463768115942029,-1.4666666666666666,-3.7743589743589743,-6.4,-15.097435897435897
NO,9,1,1,3,12,2,2,20,20,taker_exit,562,333,0.5925266903914591,329,0.987987987987988,39.966966966966964,9,0.39039039039039036,-0.9279279279279279,-3.775800711743772,-6.372372372372372,-15.103202846975089
NO,8,2,2,0,13,1,0,40,40,taker_exit,590,415,0.7033898305084746,411,0.9903614457831326,45.310843373493974,8.125301204819277,0.43132530120481927,-2.1783132530120484,-3.776271186440678,-5.36867469879518,-15.105084745762712
NO,8,1,1,0,12,2,0,30,40,taker_exit,584,342,0.5856164383561644,342,1.0,45.207602339181285,8,0.4415204678362573,-1.0555555555555556,-3.779109589041096,-6.453216374269005,-15.116438356164384
NO,9,1,1,3,12,2,2,20,30,taker_exit,562,333,0.5925266903914591,331,0.993993993993994,39.966966966966964,9,0.39039039039039036,-0.9279279279279279,-3.7793594306049823,-6.378378378378378,-15.117437722419929
NO,10,0,2,3,10,2,2,40,30,taker_exit,585,354,0.6051282051282051,354,1.0,40.88418079096045,10.152542372881356,0.3813559322033898,-2.748587570621469,-3.7794871794871794,-6.245762711864407,-15.117948717948718
NO,9,2,1,0,10,2,0,20,20,taker_exit,562,352,0.6263345195729537,348,0.9886363636363636,41.14204545454545,9,0.4034090909090909,-0.8011363636363636,-3.781138790035587,-6.036931818181818,-15.124555160142348
NO,4,0,1,0,10,2,0,40,40,taker_exit,590,308,0.5220338983050847,306,0.9935064935064936,46.12987012987013,4,0.44155844155844154,-1.974025974025974,-3.7813559322033896,-7.2435064935064934,-15.125423728813558
NO,8,1,1,2,11,2,1,40,40,taker_exit,590,343,0.5813559322033899,343,1.0,45.142857142857146,8,0.4402332361516035,-1.119533527696793,-3.7813559322033896,-6.504373177842566,-15.125423728813558
NO,8,1,1,0,12,2,0,40,30,taker_exit,590,343,0.5813559322033899,342,0.9970845481049563,45.142857142857146,8,0.4402332361516035,-1.119533527696793,-3.783050847457627,-6.50728862973761,-15.132203389830508
NO,8,1,1,1,10,2,0,20,20,taker_exit,562,339,0.603202846975089,337,0.9941002949852508,45.26548672566372,8,0.43952802359882004,-1.3126843657817109,-3.784697508896797,-6.274336283185841,-15.138790035587188
NO,8,1,1,3,12,1,0,40,40,taker_exit,590,343,0.5813559322033899,343,1.0,45.142857142857146,8,0.4402332361516035,-1.119533527696793,-3.7847457627118644,-6.510204081632653,-15.138983050847457
NO,10,1,2,3,11,2,2,20,40,taker_exit,561,383,0.6827094474153298,383,1.0,41.86161879895561,10.12532637075718,0.39425587467362927,-2.436031331592689,-3.786096256684492,-5.545691906005222,-15.144385026737968
NO,10,1,2,3,10,2,2,20,40,taker_exit,561,383,0.6827094474153298,383,1.0,41.86161879895561,10.12532637075718,0.39425587467362927,-2.436031331592689,-3.786096256684492,-5.545691906005222,-15.144385026737968
NO,9,2,1,1,12,2,2,40,40,taker_exit,589,357,0.6061120543293718,357,1.0,41.0812324929972,9,0.4005602240896359,-1.0252100840336134,-3.789473684210526,-6.2521008403361344,-15.157894736842104
NO,4,0,1,0,10,1,1,30,20,taker_exit,585,308,0.5264957264957265,303,0.9837662337662337,46.12987012987013,4,0.44155844155844154,-1.974025974025974,-3.7897435897435896,-7.1980519480519485,-15.158974358974358
NO,8,1,1,1,10,1,1,40,30,taker_exit,590,343,0.5813559322033899,342,0.9970845481049563,45.142857142857146,8,0.4402332361516035,-1.119533527696793,-3.7915254237288134,-6.521865889212828,-15.166101694915254
NO,8,1,1,1,10,1,1,30,30,taker_exit,584,342,0.5856164383561644,341,0.9970760233918129,45.207602339181285,8,0.4415204678362573,-1.0555555555555556,-3.7928082191780823,-6.476608187134503,-15.17123287671233
NO,10,2,1,0,13,1,1,30,30,taker_exit,577,359,0.6221837088388215,354,0.9860724233983287,43.49025069637883,10,0.415041782729805,-1.9860724233983287,-3.7954939341421143,-6.100278551532034,-15.181975736568457
NO,10,0,2,2,11,2,2,30,30,taker_exit,577,354,0.6135181975736569,354,1.0,40.88418079096045,10.152542372881356,0.3813559322033898,-2.748587570621469,-3.7972270363951472,-6.1892655367231635,-15.188908145580589
NO,10,1,1,0,11,1,1,30,20,taker_exit,577,338,0.58578856152513,333,0.985207100591716,41.99112426035503,10,0.40236686390532544,-1.7544378698224852,-3.802426343154246,-6.491124260355029,-15.209705372616984
NO,10,0,2,0,12,1,2,30,20,taker_exit,577,354,0.6135181975736569,344,0.9717514124293786,40.88418079096045,10.152542372881356,0.3813559322033898,-2.748587570621469,-3.802426343154246,-6.19774011299435,-15.209705372616984
NO,9,2,2,3,10,2,2,20,30,taker_exit,562,406,0.7224199288256228,405,0.9975369458128078,42.43103448275862,9.133004926108374,0.41133004926108374,-1.2980295566502462,-3.802491103202847,-5.263546798029557,-15.209964412811388
NO,10,2,2,3,11,1,2,20,30,taker_exit,561,399,0.7112299465240641,399,1.0,43.418546365914786,10.107769423558898,0.41102756892230574,-2.3157894736842106,-3.803921568627451,-5.348370927318296,-15.215686274509803
NO,9,2,1,2,12,1,0,40,40,taker_exit,589,357,0.6061120543293718,357,1.0,41.0812324929972,9,0.4005602240896359,-1.0252100840336134,-3.806451612903226,-6.280112044817927,-15.225806451612904
NO,10,2,1,0,10,2,1,20,20,taker_exit,561,356,0.6345811051693404,354,0.9943820224719101,43.390449438202246,10,0.41853932584269665,-1.5365168539325842,-3.8146167557932262,-6.01123595505618,-15.258467023172905
NO,10,2,1,0,10,2,2,40,30,taker_exit,585,359,0.6136752136752137,359,1.0,43.49025069637883,10,0.415041782729805,-1.9860724233983287,-3.8153846153846156,-6.217270194986073,-15.261538461538462
NO,4,0,1,0,10,2,1,20,20,taker_exit,562,307,0.5462633451957295,302,0.9837133550488599,46.14332247557003,4,0.44299674267100975,-1.8436482084690553,-3.8185053380782916,-6.990228013029316,-15.274021352313166
NO,8,0,1,3,12,2,1,20,20,taker_exit,562,293,0.5213523131672598,291,0.9931740614334471,44.83276450511946,8,0.4300341296928328,-1.8293515358361774,-3.8185053380782916,-7.324232081911263,-15.274021352313166
NO,10,0,2,1,11,2,2,40,40,taker_exit,585,354,0.6051282051282051,354,1.0,40.88418079096045,10.152542372881356,0.3813559322033898,-2.748587570621469,-3.8205128205128207,-6.313559322033898,-15.282051282051283
NO,10,2,2,3,11,1,2,40,30,taker_exit,585,403,0.6888888888888889,403,1.0,43.42679900744417,10.109181141439207,0.40694789081885857,-2.732009925558313,-3.8205128205128207,-5.54590570719603,-15.282051282051283
NO,8,2,2,0,13,1,2,40,30,taker_exit,590,415,0.7033898305084746,407,0.980722891566265,45.310843373493974,8.125301204819277,0.43132530120481927,-2.1783132530120484,-3.8220338983050848,-5.433734939759036,-15.288135593220339
NO,9,2,2,1,10,2,2,20,20,taker_exit,562,406,0.7224199288256228,401,0.9876847290640394,42.43103448275862,9.133004926108374,0.41133004926108374,-1.2980295566502462,-3.8220640569395017,-5.29064039408867,-15.288256227758007
NO,8,1,1,2,11,2,0,20,30,taker_exit,562,339,0.603202846975089,339,1.0,45.26548672566372,8,0.43952802359882004,-1.3126843657817109,-3.8256227758007118,-6.342182890855457,-15.302491103202847
NO,9,1,2,3,10,2,0,30,20,taker_exit,581,399,0.6867469879518072,393,0.9849624060150376,41.89473684210526,9.157894736842104,0.40100250626566414,-1.794486215538847,-3.8261617900172116,-5.571428571428571,-15.304647160068846
NO,9,1,1,0,12,2,0,20,40,taker_exit,562,333,0.5925266903914591,333,1.0,39.966966966966964,9,0.39039039039039036,-0.9279279279279279,-3.8274021352313166,-6.45945945945946,-15.309608540925266
NO,10,2,2,2,10,2,2,20,40,taker_exit,561,399,0.7112299465240641,399,1.0,43.418546365914786,10.107769423558898,0.41102756892230574,-2.3157894736842106,-3.828877005347594,-5.383458646616542,-15.315508021390375
NO,10,2,1,0,11,1,2,20,30,taker_exit,561,356,0.6345811051693404,356,1.0,43.390449438202246,10,0.41853932584269665,-1.5365168539325842,-3.828877005347594,-6.033707865168539,-15.315508021390375
NO,8,1,2,0,13,2,1,20,20,taker_exit,562,391,0.6957295373665481,379,0.969309462915601,45.066496163682864,8.132992327365729,0.4322250639386189,-1.843989769820972,-3.829181494661922,-5.5038363171355495,-15.316725978647687
NO,9,2,1,1,12,2,2,30,20,taker_exit,581,357,0.6144578313253012,351,0.9831932773109243,41.0812324929972,9,0.4005602240896359,-1.0252100840336134,-3.82960413080895,-6.23249299719888,-15.3184165232358
NO,8,1,1,1,10,1,0,20,40,taker_exit,562,339,0.603202846975089,339,1.0,45.26548672566372,8,0.43952802359882004,-1.3126843657817109,-3.8309608540925266,-6.351032448377581,-15.323843416370106
NO,8,1,1,1,10,1,2,40,40,taker_exit,590,343,0.5813559322033899,343,1.0,45.142857142857146,8,0.4402332361516035,-1.119533527696793,-3.8322033898305086,-6.591836734693878,-15.328813559322034
NO,10,0,2,0,13,1,2,20,20,taker_exit,561,350,0.6238859180035651,336,0.96,40.86857142857143,10.151428571428571,0.38571428571428573,-2.297142857142857,-3.834224598930481,-6.145714285714286,-15.336898395721924
NO,10,1,2,0,12,1,2,20,30,taker_exit,561,383,0.6827094474153298,382,0.9973890339425587,41.86161879895561,10.12532637075718,0.39425587467362927,-2.436031331592689,-3.834224598930481,-5.616187989556136,-15.336898395721924
NO,8,1,1,1,10,1,1,20,40,taker_exit,562,339,0.603202846975089,339,1.0,45.26548672566372,8,0.43952802359882004,-1.3126843657817109,-3.8362989323843415,-6.359882005899705,-15.345195729537366
NO,9,1,1,3,12,2,1,20,30,taker_exit,562,333,0.5925266903914591,331,0.993993993993994,39.966966966966964,9,0.39039039039039036,-0.9279279279279279,-3.8362989323843415,-6.474474474474475,-15.345195729537366
NO,8,1,1,3,11,1,0,20,30,taker_exit,562,339,0.603202846975089,339,1.0,45.26548672566372,8,0.43952802359882004,-1.3126843657817109,-3.8362989323843415,-6.359882005899705,-15.345195729537366
NO,9,2,2,3,10,2,1,20,20,taker_exit,562,406,0.7224199288256228,401,0.9876847290640394,42.43103448275862,9.133004926108374,0.41133004926108374,-1.2980295566502462,-3.8362989323843415,-5.310344827586207,-15.345195729537366
NO,10,0,3,3,11,1,2,30,40,taker_exit,577,387,0.6707105719237435,387,1.0,39.28940568475452,10.310077519379846,0.3695090439276486,-2.338501291989664,-3.8370883882149047,-5.72093023255814,-15.348353552859619
NO,10,0,2,2,11,1,1,20,40,taker_exit,561,350,0.6238859180035651,350,1.0,40.86857142857143,10.151428571428571,0.38571428571428573,-2.297142857142857,-3.839572192513369,-6.154285714285714,-15.358288770053475
NO,9,0,2,1,10,1,0,40,30,taker_exit,589,370,0.6281833616298812,369,0.9972972972972973,40.68648648648649,9.18108108108108,0.3837837837837838,-2.308108108108108,-3.845500848896435,-6.121621621621622,-15.38200339558574
NO,9,2,1,3,12,1,0,20,30,taker_exit,562,352,0.6263345195729537,350,0.9943181818181818,41.14204545454545,9,0.4034090909090909,-0.8011363636363636,-3.8469750889679717,-6.142045454545454,-15.387900355871887
NO,8,1,1,2,10,2,0,30,30,taker_exit,584,342,0.5856164383561644,341,0.9970760233918129,45.207602339181285,8,0.4415204678362573,-1.0555555555555556,-3.8476027397260273,-6.5701754385964914,-15.39041095890411
NO,10,1,1,3,12,1,0,20,30,taker_exit,561,335,0.5971479500891266,334,0.9970149253731343,41.88059701492537,10,0.4059701492537313,-1.2835820895522387,-3.8484848484848486,-6.444776119402985,-15.393939393939394
NO,9,2,1,2,11,2,0,30,30,taker_exit,581,357,0.6144578313253012,357,1.0,41.0812324929972,9,0.4005602240896359,-1.0252100840336134,-3.8519793459552494,-6.26890756302521,-15.407917383820998
NO,9,1,1,3,12,2,1,30,30,taker_exit,581,336,0.5783132530120482,334,0.9940476190476191,40.083333333333336,9,0.3898809523809524,-1.0952380952380953,-3.8519793459552494,-6.660714285714286,-15.407917383820998
NO,8,1,1,3,11,2,0,30,40,taker_exit,584,342,0.5856164383561644,342,1.0,45.207602339181285,8,0.4415204678362573,-1.0555555555555556,-3.8527397260273974,-6.578947368421052,-15.41095890410959
NO,10,1,2,3,10,2,2,40,30,taker_exit,585,387,0.6615384615384615,387,1.0,41.87596899224806,10.126614987080103,0.39018087855297157,-2.8578811369509043,-3.8547008547008548,-5.82687338501292,-15.418803418803419
NO,10,1,2,3,10,2,2,40,40,taker_exit,585,387,0.6615384615384615,387,1.0,41.87596899224806,10.126614987080103,0.39018087855297157,-2.8578811369509043,-3.8547008547008548,-5.82687338501292,-15.418803418803419
NO,8,1,1,3,12,2,2,30,30,taker_exit,584,342,0.5856164383561644,341,0.9970760233918129,45.207602339181285,8,0.4415204678362573,-1.0555555555555556,-3.856164383561644,-6.584795321637427,-15.424657534246576
NO,8,2,1,2,11,1,2,40,20,taker_exit,590,363,0.6152542372881356,361,0.9944903581267218,45.892561983471076,8,0.4490358126721763,-0.9889807162534435,-3.8627118644067795,-6.2782369146005506,-15.450847457627118
NO,10,0,3,2,10,2,2,20,40,taker_exit,561,382,0.6809269162210339,382,1.0,39.27225130890052,10.306282722513089,0.3717277486910995,-2.099476439790576,-3.8627450980392157,-5.672774869109948,-15.450980392156863
NO,8,1,1,2,10,1,2,40,40,taker_exit,590,343,0.5813559322033899,343,1.0,45.142857142857146,8,0.4402332361516035,-1.119533527696793,-3.864406779661017,-6.647230320699708,-15.457627118644067
NO,8,2,1,1,10,1,0,30,20,taker_exit,584,362,0.6198630136986302,359,0.9917127071823204,45.95303867403315,8,0.45027624309392267,-0.925414364640884,-3.86472602739726,-6.234806629834254,-15.45890410958904
NO,8,2,1,1,11,1,0,40,20,taker_exit,590,363,0.6152542372881356,361,0.9944903581267218,45.892561983471076,8,0.4490358126721763,-0.9889807162534435,-3.8661016949152542,-6.2837465564738295,-15.464406779661017
NO,9,1,2,3,10,2,0,20,40,taker_exit,562,393,0.699288256227758,393,1.0,41.79389312977099,9.15267175572519,0.4020356234096692,-1.5903307888040712,-3.8665480427046264,-5.529262086513995,-15.466192170818506
NO,10,2,1,0,10,2,0,40,40,taker_exit,585,359,0.6136752136752137,359,1.0,43.49025069637883,10,0.415041782729805,-1.9860724233983287,-3.8666666666666667,-6.3008356545961,-15.466666666666667
NO,10,0,2,3,11,1,1,40,30,taker_exit,585,354,0.6051282051282051,354,1.0,40.88418079096045,10.152542372881356,0.3813559322033898,-2.748587570621469,-3.8666666666666667,-6.389830508474576,-15.466666666666667
NO,8,2,1,2,11,2,2,30,20,taker_exit,584,362,0.6198630136986302,360,0.994475138121547,45.95303867403315,8,0.45027624309392267,-0.925414364640884,-3.868150684931507,-6.240331491712707,-15.472602739726028
NO,8,1,1,1,10,1,0,20,30,taker_exit,562,339,0.603202846975089,338,0.9970501474926253,45.26548672566372,8,0.43952802359882004,-1.3126843657817109,-3.868327402135231,-6.412979351032448,-15.473309608540925
NO,9,2,2,2,10,2,2,40,20,taker_exit,589,415,0.7045840407470289,407,0.980722891566265,42.42650602409638,9.139759036144579,0.4072289156626506,-1.7036144578313253,-3.869269949066214,-5.491566265060241,-15.477079796264857
NO,8,0,2,0,12,1,0,40,30,taker_exit,590,364,0.6169491525423729,363,0.9972527472527473,43.59065934065934,8.184065934065934,0.41483516483516486,-2.107142857142857,-3.869491525423729,-6.271978021978022,-15.477966101694916
NO,10,0,2,1,11,2,2,30,30,taker_exit,577,354,0.6135181975736569,354,1.0,40.88418079096045,10.152542372881356,0.3813559322033898,-2.748587570621469,-3.8734835355285964,-6.313559322033898,-15.493934142114385
NO,9,0,2,0,13,1,1,30,20,taker_exit,581,369,0.6351118760757315,358,0.9701897018970189,40.636856368563684,9.178861788617887,0.38482384823848237,-2.154471544715447,-3.874354561101549,-6.100271002710027,-15.497418244406196
NO,9,2,1,2,11,2,0,20,20,taker_exit,562,352,0.6263345195729537,348,0.9886363636363636,41.14204545454545,9,0.4034090909090909,-0.8011363636363636,-3.8790035587188614,-6.193181818181818,-15.516014234875446
NO,9,2,2,2,10,1,2,30,40,taker_exit,581,414,0.7125645438898451,414,1.0,42.38164251207729,9.13768115942029,0.4082125603864734,-1.5603864734299517,-3.8795180722891565,-5.444444444444445,-15.518072289156626
NO,8,2,1,2,10,2,1,40,20,taker_exit,590,363,0.6152542372881356,360,0.9917355371900827,45.892561983471076,8,0.4490358126721763,-0.9889807162534435,-3.8796610169491523,-6.305785123966942,-15.51864406779661
NO,10,0,1,2,13,1,0,40,20,taker_exit,585,300,0.5128205128205128,295,0.9833333333333333,40.68666666666667,10,0.38666666666666666,-2.02,-3.8803418803418803,-7.566666666666666,-15.521367521367521
NO,8,2,1,1,10,2,2,40,20,taker_exit,590,363,0.6152542372881356,360,0.9917355371900827,45.892561983471076,8,0.4490358126721763,-0.9889807162534435,-3.883050847457627,-6.311294765840221,-15.532203389830508
NO,10,2,2,3,11,2,2,30,40,taker_exit,577,403,0.6984402079722704,403,1.0,43.42679900744417,10.109181141439207,0.40694789081885857,-2.732009925558313,-3.883882149046794,-5.560794044665013,-15.535528596187175
NO,9,2,1,3,11,2,1,20,20,taker_exit,562,352,0.6263345195729537,348,0.9886363636363636,41.14204545454545,9,0.4034090909090909,-0.8011363636363636,-3.886120996441281,-6.204545454545454,-15.544483985765124
NO,10,2,2,2,11,1,2,20,40,taker_exit,561,399,0.7112299465240641,399,1.0,43.418546365914786,10.107769423558898,0.41102756892230574,-2.3157894736842106,-3.8877005347593583,-5.466165413533835,-15.550802139037433
NO,10,0,3,0,12,1,2,20,40,taker_exit,561,382,0.6809269162210339,382,1.0,39.27225130890052,10.306282722513089,0.3717277486910995,-2.099476439790576,-3.8894830659536543,-5.712041884816754,-15.557932263814617
NO,10,0,2,2,11,1,0,20,30,taker_exit,561,350,0.6238859180035651,350,1.0,40.86857142857143,10.151428571428571,0.38571428571428573,-2.297142857142857,-3.89126559714795,-6.2371428571428575,-15.5650623885918
NO,8,0,2,0,11,1,0,40,30,taker_exit,590,364,0.6169491525423729,364,1.0,43.59065934065934,8.184065934065934,0.41483516483516486,-2.107142857142857,-3.8915254237288135,-6.3076923076923075,-15.566101694915254
NO,8,1,1,3,10,1,0,30,30,taker_exit,584,342,0.5856164383561644,341,0.9970760233918129,45.207602339181285,8,0.4415204678362573,-1.0555555555555556,-3.892123287671233,-6.646198830409356,-15.568493150684931
NO,8,0,2,0,11,1,0,30,30,taker_exit,584,363,0.6215753424657534,363,1.0,43.650137741046834,8.18457300275482,0.41597796143250687,-2.0523415977961434,-3.892123287671233,-6.261707988980716,-15.568493150684931
NO,8,0,2,1,13,1,2,20,40,taker_exit,562,356,0.6334519572953736,356,1.0,43.806179775280896,8.176966292134832,0.41853932584269665,-1.952247191011236,-3.893238434163701,-6.146067415730337,-15.572953736654805
NO,8,0,2,1,13,1,2,20,30,taker_exit,562,356,0.6334519572953736,356,1.0,43.806179775280896,8.176966292134832,0.41853932584269665,-1.952247191011236,-3.893238434163701,-6.146067415730337,-15.572953736654805
NO,10,0,2,2,11,1,1,30,30,taker_exit,577,354,0.6135181975736569,354,1.0,40.88418079096045,10.152542372881356,0.3813559322033898,-2.748587570621469,-3.8942807625649913,-6.3474576271186445,-15.577123050259965
NO,8,1,1,3,10,2,0,40,30,taker_exit,590,343,0.5813559322033899,342,0.9970845481049563,45.142857142857146,8,0.4402332361516035,-1.119533527696793,-3.8966101694915256,-6.702623906705539,-15.586440677966102
NO,10,1,2,2,10,2,2,20,40,taker_exit,561,383,0.6827094474153298,383,1.0,41.86161879895561,10.12532637075718,0.39425587467362927,-2.436031331592689,-3.8966131907308377,-5.70757180156658,-15.58645276292335
NO,9,1,2,2,10,1,1,30,30,taker_exit,581,399,0.6867469879518072,398,0.9974937343358395,41.89473684210526,9.157894736842104,0.40100250626566414,-1.794486215538847,-3.8967297762478483,-5.674185463659148,-15.586919104991393
NO,8,1,1,3,10,1,0,20,20,taker_exit,562,339,0.603202846975089,337,0.9941002949852508,45.26548672566372,8,0.43952802359882004,-1.3126843657817109,-3.8967971530249113,-6.460176991150442,-15.587188612099645
NO,8,0,3,0,12,1,2,20,30,taker_exit,562,388,0.6903914590747331,387,0.9974226804123711,42.618556701030926,8.327319587628866,0.4020618556701031,-2.4123711340206184,-3.8967971530249113,-5.644329896907217,-15.587188612099645
NO,8,1,1,3,12,2,1,30,20,taker_exit,584,342,0.5856164383561644,339,0.9912280701754386,45.207602339181285,8,0.4415204678362573,-1.0555555555555556,-3.9006849315068495,-6.6608187134502925,-15.602739726027398
NO,10,2,2,3,11,2,0,20,20,taker_exit,561,399,0.7112299465240641,397,0.9949874686716792,43.418546365914786,10.107769423558898,0.41102756892230574,-2.3157894736842106,-3.9019607843137254,-5.486215538847118,-15.607843137254902
NO,10,2,2,2,10,2,2,40,30,taker_exit,585,403,0.6888888888888889,403,1.0,43.42679900744417,10.109181141439207,0.40694789081885857,-2.732009925558313,-3.9025641025641025,-5.66501240694789,-15.61025641025641
NO,8,0,2,0,11,1,2,40,20,taker_exit,590,364,0.6169491525423729,358,0.9835164835164835,43.59065934065934,8.184065934065934,0.41483516483516486,-2.107142857142857,-3.905084745762712,-6.329670329670329,-15.620338983050848
NO,8,0,2,1,13,1,1,30,40,taker_exit,584,363,0.6215753424657534,362,0.9972451790633609,43.650137741046834,8.18457300275482,0.41597796143250687,-2.0523415977961434,-3.905821917808219,-6.2837465564738295,-15.623287671232877
NO,9,2,1,3,11,2,0,30,40,taker_exit,581,357,0.6144578313253012,357,1.0,41.0812324929972,9,0.4005602240896359,-1.0252100840336134,-3.908777969018933,-6.361344537815126,-15.635111876075731
NO,10,0,1,2,12,2,1,30,20,taker_exit,577,300,0.5199306759098787,294,0.98,40.68666666666667,10,0.38666666666666666,-2.02,-3.9098786828422876,-7.52,-15.63951473136915
NO,8,1,1,1,10,2,2,20,40,taker_exit,562,339,0.603202846975089,339,1.0,45.26548672566372,8,0.43952802359882004,-1.3126843657817109,-3.912811387900356,-6.486725663716814,-15.651245551601424
NO,8,2,2,0,13,2,0,40,40,taker_exit,590,415,0.7033898305084746,411,0.9903614457831326,45.310843373493974,8.125301204819277,0.43132530120481927,-2.1783132530120484,-3.9135593220338984,-5.563855421686747,-15.654237288135594
NO,10,1,2,1,11,2,2,20,30,taker_exit,561,383,0.6827094474153298,383,1.0,41.86161879895561,10.12532637075718,0.39425587467362927,-2.436031331592689,-3.914438502673797,-5.733681462140992,-15.657754010695188
NO,10,1,1,2,12,1,0,20,30,taker_exit,561,335,0.5971479500891266,334,0.9970149253731343,41.88059701492537,10,0.4059701492537313,-1.2835820895522387,-3.914438502673797,-6.555223880597015,-15.657754010695188
NO,10,1,2,1,11,2,2,20,40,taker_exit,561,383,0.6827094474153298,383,1.0,41.86161879895561,10.12532637075718,0.39425587467362927,-2.436031331592689,-3.914438502673797,-5.733681462140992,-15.657754010695188
NO,8,2,1,2,11,1,1,30,20,taker_exit,584,362,0.6198630136986302,360,0.994475138121547,45.95303867403315,8,0.45027624309392267,-0.925414364640884,-3.9178082191780823,-6.320441988950276,-15.67123287671233
NO,10,0,2,0,12,1,0,40,40,taker_exit,585,354,0.6051282051282051,354,1.0,40.88418079096045,10.152542372881356,0.3813559322033898,-2.748587570621469,-3.917948717948718,-6.47457627118644,-15.671794871794871
NO,10,1,2,0,12,1,1,20,20,taker_exit,561,383,0.6827094474153298,374,0.9765013054830287,41.86161879895561,10.12532637075718,0.39425587467362927,-2.436031331592689,-3.9180035650623886,-5.738903394255875,-15.672014260249554
NO,10,1,3,3,11,1,2,40,20,taker_exit,585,414,0.7076923076923077,408,0.9855072463768116,40.690821256038646,10.248792270531402,0.38405797101449274,-2.285024154589372,-3.9196581196581195,-5.538647342995169,-15.678632478632478
NO,10,1,2,3,11,2,2,40,20,taker_exit,585,387,0.6615384615384615,382,0.9870801033591732,41.87596899224806,10.126614987080103,0.39018087855297157,-2.8578811369509043,-3.9196581196581195,-5.925064599483204,-15.678632478632478
NO,10,0,2,1,10,1,0,40,30,taker_exit,585,354,0.6051282051282051,354,1.0,40.88418079096045,10.152542372881356,0.3813559322033898,-2.748587570621469,-3.923076923076923,-6.483050847457627,-15.692307692307692
NO,9,1,2,2,10,2,0,40,20,taker_exit,589,400,0.6791171477079796,393,0.9825,41.94,9.16,0.4,-1.94,-3.923599320882852,-5.7775,-15.694397283531409
NO,10,0,1,1,12,2,2,40,30,taker_exit,585,300,0.5128205128205128,299,0.9966666666666667,40.68666666666667,10,0.38666666666666666,-2.02,-3.9247863247863246,-7.653333333333333,-15.699145299145298
NO,7,0,1,0,12,1,2,30,40,taker_exit,587,310,0.5281090289608177,310,1.0,46.42258064516129,7,0.4096774193548387,-5.45483870967742,-3.93015332197615,-7.441935483870968,-15.7206132879046
